conname,child_schema,child_table,parent_schema,parent_table,on_update,on_delete,constraintdef,child_total_bytes,child_live_tup,child_upd,child_del,parent_upd,parent_del,has_covering_index
wb_asset_style_guide_normalized_capture_id_capture_chunk_fkey,plm,wb_asset_style_guide_normalized,plm,wb_capture,a,r,"FOREIGN KEY (capture_id, capture_chunk) REFERENCES plm.wb_capture(capture_id, chunk_number) ON DELETE RESTRICT",89202688,0,0,0,0,0,False
wb_asset_style_guide_normalized_style_guide_id_fkey,plm,wb_asset_style_guide_normalized,plm,wb_style_guide_normalized,a,r,FOREIGN KEY (style_guide_id) REFERENCES plm.wb_style_guide_normalized(id) ON DELETE RESTRICT,89202688,0,0,0,0,0,False
wb_asset_style_guide_normalized_asset_id_fkey,plm,wb_asset_style_guide_normalized,plm,wb_asset_normalized,a,r,FOREIGN KEY (asset_id) REFERENCES plm.wb_asset_normalized(id) ON DELETE RESTRICT,89202688,0,0,0,0,0,True
wb_asset_franchise_capture_id_capture_chunk_fkey,plm,wb_asset_franchise,plm,wb_capture,a,r,"FOREIGN KEY (capture_id, capture_chunk) REFERENCES plm.wb_capture(capture_id, chunk_number) ON DELETE RESTRICT",85041152,0,0,0,0,0,False
wb_asset_franchise_franchise_id_fkey,plm,wb_asset_franchise,plm,wb_franchise,a,r,FOREIGN KEY (franchise_id) REFERENCES plm.wb_franchise(id) ON DELETE RESTRICT,85041152,0,0,0,0,0,False
wb_asset_franchise_asset_id_fkey,plm,wb_asset_franchise,plm,wb_asset_normalized,a,r,FOREIGN KEY (asset_id) REFERENCES plm.wb_asset_normalized(id) ON DELETE RESTRICT,85041152,0,0,0,0,0,True
dcp_asset_crawl_dcp_asset_id_fkey,plm,dcp_asset_crawl,plm,dcp_asset,a,r,FOREIGN KEY (dcp_asset_id) REFERENCES plm.dcp_asset(id) ON DELETE RESTRICT,80748544,0,0,0,0,0,True
dcp_asset_crawl_crawl_id_fkey,plm,dcp_asset_crawl,plm,dcp_crawl,a,c,FOREIGN KEY (crawl_id) REFERENCES plm.dcp_crawl(crawl_id) ON DELETE CASCADE,80748544,0,0,0,0,0,True
item_import_item_id_fkey,plm,item_import,plm,item,a,n,FOREIGN KEY (item_id) REFERENCES plm.item(id) ON DELETE SET NULL,80461824,0,0,0,0,0,True
wwe_asset_tag_asset_fkey,plm,wwe_asset_tag,plm,wwe_asset,a,r,"FOREIGN KEY (capture_id, asset_source_id) REFERENCES plm.wwe_asset(capture_id, asset_source_id) ON DELETE RESTRICT",76447744,200271,0,0,0,0,True
wwe_asset_tag_tag_fkey,plm,wwe_asset_tag,plm,wwe_tag,a,r,"FOREIGN KEY (capture_id, tag_source_key) REFERENCES plm.wwe_tag(capture_id, tag_source_key) ON DELETE RESTRICT",76447744,200271,0,0,0,0,True
style_tracker_item_bridge_company_id_fkey,plm,style_tracker_item_bridge,core,customer,a,n,FOREIGN KEY (company_id) REFERENCES core.customer(id) ON DELETE SET NULL,69165056,15734,42210,0,0,0,True
style_tracker_item_bridge_core_licensor_id_fkey,plm,style_tracker_item_bridge,core,licensor,a,n,FOREIGN KEY (core_licensor_id) REFERENCES core.licensor(id) ON DELETE SET NULL,69165056,15734,42210,0,0,0,False
style_tracker_item_bridge_creative_designer_id_fkey,plm,style_tracker_item_bridge,core,creative_designer,a,n,FOREIGN KEY (creative_designer_id) REFERENCES core.creative_designer(id) ON DELETE SET NULL,69165056,15734,42210,0,0,0,True
style_tracker_item_bridge_plm_item_id_fkey,plm,style_tracker_item_bridge,plm,item,a,r,FOREIGN KEY (plm_item_id) REFERENCES plm.item(id) ON DELETE RESTRICT,69165056,15734,42210,0,0,0,True
style_tracker_item_bridge_public_licensor_id_fkey,plm,style_tracker_item_bridge,public,licensors,a,n,FOREIGN KEY (public_licensor_id) REFERENCES licensors(id) ON DELETE SET NULL,69165056,15734,42210,0,2,0,False
style_tracker_item_bridge_style_group_id_fkey,plm,style_tracker_item_bridge,public,style_groups,a,n,FOREIGN KEY (style_group_id) REFERENCES style_groups(id) ON DELETE SET NULL,69165056,15734,42210,0,1392386,32520,True
style_tracker_item_bridge_updated_by_fkey,plm,style_tracker_item_bridge,auth,users,a,n,FOREIGN KEY (updated_by) REFERENCES auth.users(id) ON DELETE SET NULL,69165056,15734,42210,0,412,0,False
style_tracker_item_bridge_style_tracker_row_id_fkey,plm,style_tracker_item_bridge,public,style_tracker_rows,a,c,FOREIGN KEY (style_tracker_row_id) REFERENCES style_tracker_rows(id) ON DELETE CASCADE,69165056,15734,42210,0,2,0,True
style_tracker_item_bridge_factory_id_fkey,plm,style_tracker_item_bridge,core,factory,a,n,FOREIGN KEY (factory_id) REFERENCES core.factory(id) ON DELETE SET NULL,69165056,15734,42210,0,0,0,False
style_tracker_item_bridge_erp_item_id_fkey,plm,style_tracker_item_bridge,public,erp_items_current,a,r,FOREIGN KEY (erp_item_id) REFERENCES erp_items_current(id) ON DELETE RESTRICT,69165056,15734,42210,0,0,0,True
production_order_line_production_order_id_fkey,plm,production_order_line,plm,production_order,a,c,FOREIGN KEY (production_order_id) REFERENCES plm.production_order(id) ON DELETE CASCADE,68714496,0,0,0,3,0,True
production_order_line_item_id_fkey,plm,production_order_line,plm,item,a,n,FOREIGN KEY (item_id) REFERENCES plm.item(id) ON DELETE SET NULL,68714496,0,0,0,0,0,True
peanuts_asset_style_guide_fkey,plm,peanuts_asset,plm,peanuts_style_guide,a,r,"FOREIGN KEY (capture_id, style_guide_key) REFERENCES plm.peanuts_style_guide(capture_id, value_key) ON DELETE RESTRICT",67575808,0,0,0,0,0,True
peanuts_asset_licensing_status_fkey,plm,peanuts_asset,plm,peanuts_licensing_status,a,r,"FOREIGN KEY (capture_id, licensing_status_key) REFERENCES plm.peanuts_licensing_status(capture_id, value_key) ON DELETE RESTRICT",67575808,0,0,0,0,0,False
peanuts_asset_asset_type_fkey,plm,peanuts_asset,plm,peanuts_asset_type,a,r,"FOREIGN KEY (capture_id, asset_type_key) REFERENCES plm.peanuts_asset_type(capture_id, value_key) ON DELETE RESTRICT",67575808,0,0,0,0,0,True
peanuts_asset_initiative_fkey,plm,peanuts_asset,plm,peanuts_initiative,a,r,"FOREIGN KEY (capture_id, initiative_key) REFERENCES plm.peanuts_initiative(capture_id, value_key) ON DELETE RESTRICT",67575808,0,0,0,0,0,False
peanuts_asset_capture_fkey,plm,peanuts_asset,plm,peanuts_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.peanuts_capture(id) ON DELETE RESTRICT,67575808,0,0,0,0,0,True
dcp_asset_character_obs_asset_fk,plm,dcp_asset_character_observation,plm,dcp_metadata_asset,a,c,"FOREIGN KEY (metadata_run_id, dcp_asset_id, fetch_status) REFERENCES plm.dcp_metadata_asset(metadata_run_id, dcp_asset_id, fetch_status) ON DELETE CASCADE",66789376,0,0,0,0,0,False
dcp_asset_character_observation_dcp_character_id_fkey,plm,dcp_asset_character_observation,plm,dcp_character,a,r,FOREIGN KEY (dcp_character_id) REFERENCES plm.dcp_character(id) ON DELETE RESTRICT,66789376,0,0,0,0,0,True
marvel_asgard_node_asset_observation_asset_id_fkey,plm,marvel_asgard_node_asset_observation,plm,marvel_asgard_asset,a,a,FOREIGN KEY (asset_id) REFERENCES plm.marvel_asgard_asset(id),63119360,0,0,0,0,0,False
marvel_asgard_node_asset_obse_capture_key_guide_node_id_pa_fkey,plm,marvel_asgard_node_asset_observation,plm,marvel_asgard_capture_checkpoint,a,a,"FOREIGN KEY (capture_key, guide_node_id, page_number) REFERENCES plm.marvel_asgard_capture_checkpoint(capture_key, guide_node_id, page_number)",63119360,0,0,0,0,0,False
lucasfilm_dcp_asset_term_obs_asset_fk,plm,lucasfilm_dcp_asset_term_observation,plm,lucasfilm_dcp_metadata_asset,a,c,"FOREIGN KEY (metadata_run_id, lucasfilm_dcp_asset_id, fetch_status) REFERENCES plm.lucasfilm_dcp_metadata_asset(metadata_run_id, lucasfilm_dcp_asset_id, fetch_status) ON DELETE CASCADE",57344000,0,0,0,0,0,False
lucasfilm_dcp_asset_term_observation_lucasfilm_dcp_term_id_fkey,plm,lucasfilm_dcp_asset_term_observation,plm,lucasfilm_dcp_term,a,r,FOREIGN KEY (lucasfilm_dcp_term_id) REFERENCES plm.lucasfilm_dcp_term(id) ON DELETE RESTRICT,57344000,0,0,0,0,0,True
style_tracker_rows_updated_by_fkey,public,style_tracker_rows,auth,users,a,n,FOREIGN KEY (updated_by) REFERENCES auth.users(id) ON DELETE SET NULL,54353920,0,2,0,412,0,False
style_tracker_rows_customer_id_fkey,public,style_tracker_rows,core,customer,a,n,FOREIGN KEY (customer_id) REFERENCES core.customer(id) ON DELETE SET NULL,54353920,0,2,0,0,0,True
pmt_apa_property_fkey,plm,pmt_authorized_property_asset,plm,pmt_property,a,r,"FOREIGN KEY (capture_id, licensed_property_source_id) REFERENCES plm.pmt_property(capture_id, property_source_id) ON DELETE RESTRICT",49913856,0,0,0,0,0,True
pmt_apa_asset_fkey,plm,pmt_authorized_property_asset,plm,pmt_asset,a,r,"FOREIGN KEY (capture_id, asset_id) REFERENCES plm.pmt_asset(capture_id, asset_id) ON DELETE RESTRICT",49913856,0,0,0,0,0,True
pmt_authorized_property_asset_capture_id_fkey,plm,pmt_authorized_property_asset,plm,pmt_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.pmt_capture(capture_id) ON DELETE RESTRICT,49913856,0,0,0,0,0,True
pmt_asset_capture_id_fkey,plm,pmt_asset,plm,pmt_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.pmt_capture(capture_id) ON DELETE RESTRICT,44802048,0,0,0,0,0,True
style_groups_property_id_fkey,public,style_groups,core,property,a,n,FOREIGN KEY (property_id) REFERENCES core.property(id) ON DELETE SET NULL,43384832,10866,1392386,32520,0,0,True
style_groups_customer_id_fkey,public,style_groups,core,customer,a,n,FOREIGN KEY (customer_id) REFERENCES core.customer(id) ON DELETE SET NULL,43384832,10866,1392386,32520,0,0,True
style_groups_licensor_id_fkey,public,style_groups,core,licensor,a,n,FOREIGN KEY (licensor_id) REFERENCES core.licensor(id) ON DELETE SET NULL,43384832,10866,1392386,32520,0,0,True
style_groups_primary_asset_id_fkey,public,style_groups,public,assets,a,n,FOREIGN KEY (primary_asset_id) REFERENCES assets(id) ON DELETE SET NULL,43384832,10866,1392386,32520,1478880,0,False
product_file_product_id_fkey,pim,product_file,pim,product,a,c,FOREIGN KEY (product_id) REFERENCES pim.product(id) ON DELETE CASCADE,42401792,0,0,0,0,0,True
product_file_file_object_id_fkey,pim,product_file,app,file_object,a,n,FOREIGN KEY (file_object_id) REFERENCES app.file_object(id) ON DELETE SET NULL,42401792,0,0,0,0,0,False
product_file_dam_asset_id_fkey,pim,product_file,dam,asset,a,n,FOREIGN KEY (dam_asset_id) REFERENCES dam.asset(id) ON DELETE SET NULL,42401792,0,0,0,0,0,False
asset_path_history_asset_id_fkey,public,asset_path_history,public,assets,a,c,FOREIGN KEY (asset_id) REFERENCES assets(id) ON DELETE CASCADE,41918464,41640,0,473,1478880,0,True
pmt_asset_collection_capture_id_fkey,plm,pmt_asset_collection,plm,pmt_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.pmt_capture(capture_id) ON DELETE RESTRICT,40984576,0,0,0,0,0,True
pmt_asset_collection_asset_fkey,plm,pmt_asset_collection,plm,pmt_asset,a,r,"FOREIGN KEY (capture_id, asset_id) REFERENCES plm.pmt_asset(capture_id, asset_id) ON DELETE RESTRICT",40984576,0,0,0,0,0,True
pmt_asset_collection_collection_fkey,plm,pmt_asset_collection,plm,pmt_collection,a,r,"FOREIGN KEY (capture_id, collection_source_id) REFERENCES plm.pmt_collection(capture_id, collection_source_id) ON DELETE RESTRICT",40984576,0,0,0,0,0,True
marvel_asgard_asset_term_observation_capture_key_fkey,plm,marvel_asgard_asset_term_observation,plm,marvel_asgard_capture,a,a,FOREIGN KEY (capture_key) REFERENCES plm.marvel_asgard_capture(capture_key),39936000,0,0,0,0,0,True
marvel_asgard_asset_term_observation_asset_id_fkey,plm,marvel_asgard_asset_term_observation,plm,marvel_asgard_asset,a,a,FOREIGN KEY (asset_id) REFERENCES plm.marvel_asgard_asset(id),39936000,0,0,0,0,0,False
marvel_asgard_asset_term_observation_term_id_term_kind_fkey,plm,marvel_asgard_asset_term_observation,plm,marvel_asgard_term,a,a,"FOREIGN KEY (term_id, term_kind) REFERENCES plm.marvel_asgard_term(id, term_kind)",39936000,0,0,0,0,0,False
item_product_depth_id_fkey,plm,item,core,product_depth,a,n,FOREIGN KEY (product_depth_id) REFERENCES core.product_depth(id) ON DELETE SET NULL,39378944,0,0,0,0,0,True
item_licensor_id_fkey,plm,item,core,licensor,a,n,FOREIGN KEY (licensor_id) REFERENCES core.licensor(id) ON DELETE SET NULL,39378944,0,0,0,0,0,False
item_property_id_fkey,plm,item,core,property,a,n,FOREIGN KEY (property_id) REFERENCES core.property(id) ON DELETE SET NULL,39378944,0,0,0,0,0,False
item_company_id_fkey,plm,item,core,customer,a,n,FOREIGN KEY (company_id) REFERENCES core.customer(id) ON DELETE SET NULL,39378944,0,0,0,0,0,False
item_product_size_id_fkey,plm,item,core,product_size,a,n,FOREIGN KEY (product_size_id) REFERENCES core.product_size(id) ON DELETE SET NULL,39378944,0,0,0,0,0,True
item_merch_group_id_fkey,plm,item,core,merch_group,a,n,FOREIGN KEY (merch_group_id) REFERENCES core.merch_group(id) ON DELETE SET NULL,39378944,0,0,0,0,0,False
item_product_type_id_fkey,plm,item,core,product_type,a,n,FOREIGN KEY (product_type_id) REFERENCES core.product_type(id) ON DELETE SET NULL,39378944,0,0,0,0,0,False
marvel_asgard_asset_first_seen_capture_key_fkey,plm,marvel_asgard_asset,plm,marvel_asgard_capture,a,a,FOREIGN KEY (first_seen_capture_key) REFERENCES plm.marvel_asgard_capture(capture_key),36470784,0,0,0,0,0,False
marvel_asgard_asset_last_seen_capture_key_fkey,plm,marvel_asgard_asset,plm,marvel_asgard_capture,a,a,FOREIGN KEY (last_seen_capture_key) REFERENCES plm.marvel_asgard_capture(capture_key),36470784,0,0,0,0,0,False
pmt_asset_property_property_fkey,plm,pmt_asset_property,plm,pmt_property,a,r,"FOREIGN KEY (capture_id, property_source_id) REFERENCES plm.pmt_property(capture_id, property_source_id) ON DELETE RESTRICT",35053568,0,0,0,0,0,True
pmt_asset_property_asset_fkey,plm,pmt_asset_property,plm,pmt_asset,a,r,"FOREIGN KEY (capture_id, asset_id) REFERENCES plm.pmt_asset(capture_id, asset_id) ON DELETE RESTRICT",35053568,0,0,0,0,0,True
pmt_asset_property_capture_id_fkey,plm,pmt_asset_property,plm,pmt_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.pmt_capture(capture_id) ON DELETE RESTRICT,35053568,0,0,0,0,0,True
pmt_asset_brand_brand_fkey,plm,pmt_asset_brand,plm,pmt_brand,a,r,"FOREIGN KEY (capture_id, brand_source_id) REFERENCES plm.pmt_brand(capture_id, brand_source_id) ON DELETE RESTRICT",34226176,0,0,0,0,0,True
pmt_asset_brand_asset_fkey,plm,pmt_asset_brand,plm,pmt_asset,a,r,"FOREIGN KEY (capture_id, asset_id) REFERENCES plm.pmt_asset(capture_id, asset_id) ON DELETE RESTRICT",34226176,0,0,0,0,0,True
pmt_asset_brand_capture_id_fkey,plm,pmt_asset_brand,plm,pmt_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.pmt_capture(capture_id) ON DELETE RESTRICT,34226176,0,0,0,0,0,True
pmt_asset_franchise_franchise_fkey,plm,pmt_asset_franchise,plm,pmt_franchise,a,r,"FOREIGN KEY (capture_id, franchise_source_id) REFERENCES plm.pmt_franchise(capture_id, franchise_source_id) ON DELETE RESTRICT",33308672,0,0,0,0,0,True
pmt_asset_franchise_capture_id_fkey,plm,pmt_asset_franchise,plm,pmt_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.pmt_capture(capture_id) ON DELETE RESTRICT,33308672,0,0,0,0,0,True
pmt_asset_franchise_asset_fkey,plm,pmt_asset_franchise,plm,pmt_asset,a,r,"FOREIGN KEY (capture_id, asset_id) REFERENCES plm.pmt_asset(capture_id, asset_id) ON DELETE RESTRICT",33308672,0,0,0,0,0,True
sega_asset_capture_fkey,plm,sega_asset,plm,sega_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.sega_capture(id) ON DELETE RESTRICT,31227904,0,0,0,0,0,True
wb_asset_character_normalized_capture_id_capture_chunk_fkey,plm,wb_asset_character_normalized,plm,wb_capture,a,r,"FOREIGN KEY (capture_id, capture_chunk) REFERENCES plm.wb_capture(capture_id, chunk_number) ON DELETE RESTRICT",31211520,0,0,0,0,0,False
wb_asset_character_normalized_character_id_fkey,plm,wb_asset_character_normalized,plm,wb_character_normalized,a,r,FOREIGN KEY (character_id) REFERENCES plm.wb_character_normalized(id) ON DELETE RESTRICT,31211520,0,0,0,0,0,False
wb_asset_character_normalized_asset_id_fkey,plm,wb_asset_character_normalized,plm,wb_asset_normalized,a,r,FOREIGN KEY (asset_id) REFERENCES plm.wb_asset_normalized(id) ON DELETE RESTRICT,31211520,0,0,0,0,0,True
lucasfilm_dcp_asset_property_obs_asset_fk,plm,lucasfilm_dcp_asset_property_observation,plm,lucasfilm_dcp_metadata_asset,a,c,"FOREIGN KEY (metadata_run_id, lucasfilm_dcp_asset_id, fetch_status) REFERENCES plm.lucasfilm_dcp_metadata_asset(metadata_run_id, lucasfilm_dcp_asset_id, fetch_status) ON DELETE CASCADE",29138944,0,0,0,0,0,False
lucasfilm_dcp_asset_property_obs_lucasfilm_dcp_property_id_fkey,plm,lucasfilm_dcp_asset_property_observation,plm,lucasfilm_dcp_property,a,r,FOREIGN KEY (lucasfilm_dcp_property_id) REFERENCES plm.lucasfilm_dcp_property(id) ON DELETE RESTRICT,29138944,0,0,0,0,0,True
email_message_company_id_fkey,crm,email_message,core,customer,a,n,FOREIGN KEY (company_id) REFERENCES core.customer(id) ON DELETE SET NULL,23650304,626,88,0,0,0,True
email_message_contact_id_fkey,crm,email_message,core,contact,a,n,FOREIGN KEY (contact_id) REFERENCES core.contact(id) ON DELETE SET NULL,23650304,626,88,0,0,0,False
email_message_department_id_fkey,crm,email_message,crm,department,a,n,FOREIGN KEY (department_id) REFERENCES crm.department(id) ON DELETE SET NULL,23650304,626,88,0,0,0,True
email_message_mailbox_owner_profile_id_fkey,crm,email_message,app,profile,a,n,FOREIGN KEY (mailbox_owner_profile_id) REFERENCES app.profile(id) ON DELETE SET NULL,23650304,626,88,0,0,0,False
email_message_opportunity_id_fkey,crm,email_message,crm,opportunity,a,n,FOREIGN KEY (opportunity_id) REFERENCES crm.opportunity(id) ON DELETE SET NULL,23650304,626,88,0,0,0,True
asset_characters_character_id_fkey,public,asset_characters,public,characters,a,c,FOREIGN KEY (character_id) REFERENCES characters(id) ON DELETE CASCADE,22134784,0,0,0,0,0,False
asset_characters_asset_id_fkey,public,asset_characters,public,assets,a,c,FOREIGN KEY (asset_id) REFERENCES assets(id) ON DELETE CASCADE,22134784,0,0,0,1478880,0,True
wwe_asset_library_fkey,plm,wwe_asset,plm,wwe_asset_library,a,r,"FOREIGN KEY (capture_id, library_source_id) REFERENCES plm.wwe_asset_library(capture_id, library_source_id) ON DELETE RESTRICT",20766720,11277,0,0,0,0,True
checklist_item_project_id_fkey,pim,checklist_item,pim,project,a,c,FOREIGN KEY (project_id) REFERENCES pim.project(id) ON DELETE CASCADE,20373504,0,0,0,0,0,False
checklist_item_product_id_fkey,pim,checklist_item,pim,product,a,c,FOREIGN KEY (product_id) REFERENCES pim.product(id) ON DELETE CASCADE,20373504,0,0,0,0,0,True
product_update_product_id_fkey,pim,product_update,pim,product,a,c,FOREIGN KEY (product_id) REFERENCES pim.product(id) ON DELETE CASCADE,20004864,0,0,0,0,0,True
product_update_profile_id_fkey,pim,product_update,app,profile,a,n,FOREIGN KEY (profile_id) REFERENCES app.profile(id) ON DELETE SET NULL,20004864,0,0,0,0,0,False
lucasfilm_dcp_asset_last_seen_crawl_id_fkey,plm,lucasfilm_dcp_asset,plm,lucasfilm_dcp_crawl,a,n,FOREIGN KEY (last_seen_crawl_id) REFERENCES plm.lucasfilm_dcp_crawl(crawl_id) ON DELETE SET NULL,16048128,0,0,0,0,0,False
lucasfilm_dcp_asset_first_seen_crawl_id_fkey,plm,lucasfilm_dcp_asset,plm,lucasfilm_dcp_crawl,a,n,FOREIGN KEY (first_seen_crawl_id) REFERENCES plm.lucasfilm_dcp_crawl(crawl_id) ON DELETE SET NULL,16048128,0,0,0,0,0,False
lucasfilm_dcp_asset_style_guide_id_fkey,plm,lucasfilm_dcp_asset,plm,lucasfilm_dcp_style_guide,a,r,FOREIGN KEY (style_guide_id) REFERENCES plm.lucasfilm_dcp_style_guide(id) ON DELETE RESTRICT,16048128,0,0,0,0,0,True
marvel_asgard_asset_character_observation_character_id_fkey,plm,marvel_asgard_asset_character_observation,plm,marvel_asgard_character,a,a,FOREIGN KEY (character_id) REFERENCES plm.marvel_asgard_character(id),15433728,0,0,0,0,0,False
marvel_asgard_asset_character_observation_asset_id_fkey,plm,marvel_asgard_asset_character_observation,plm,marvel_asgard_asset,a,a,FOREIGN KEY (asset_id) REFERENCES plm.marvel_asgard_asset(id),15433728,0,0,0,0,0,False
marvel_asgard_asset_character_observation_capture_key_fkey,plm,marvel_asgard_asset_character_observation,plm,marvel_asgard_capture,a,a,FOREIGN KEY (capture_key) REFERENCES plm.marvel_asgard_capture(capture_key),15433728,0,0,0,0,0,True
opa_property_character_property_id_fkey,plm,opa_property_character,core,property,a,r,FOREIGN KEY (property_id) REFERENCES core.property(id) ON DELETE RESTRICT,15368192,0,0,0,0,0,True
plm_opa_property_character_character_fk,plm,opa_property_character,plm,opa_character,a,r,FOREIGN KEY (character_id) REFERENCES plm.opa_character(character_id) ON DELETE RESTRICT,15368192,0,0,0,0,0,True
plm_opa_property_character_property_fk,plm,opa_property_character,plm,opa_property,a,r,FOREIGN KEY (licensed_property_id) REFERENCES plm.opa_property(licensed_property_id) ON DELETE RESTRICT,15368192,0,0,0,0,0,True
user_notification_workflow_action_id_fkey,dflow,user_notification,dflow,item_workflow_action,a,r,FOREIGN KEY (workflow_action_id) REFERENCES dflow.item_workflow_action(id) ON DELETE RESTRICT,15073280,0,0,0,0,0,True
erp_items_current_sync_run_id_fkey,public,erp_items_current,public,erp_sync_runs,a,n,FOREIGN KEY (sync_run_id) REFERENCES erp_sync_runs(id) ON DELETE SET NULL,11264000,0,0,0,0,0,False
sega_asset_property_inferred_catalog_fkey,plm,sega_asset_property_inferred,plm,sega_catalog,a,r,"FOREIGN KEY (capture_id, catalog_source_id) REFERENCES plm.sega_catalog(capture_id, catalog_source_id) ON DELETE RESTRICT",10584064,0,0,0,0,0,False
sega_asset_property_inferred_capture_fkey,plm,sega_asset_property_inferred,plm,sega_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.sega_capture(id) ON DELETE RESTRICT,10584064,0,0,0,0,0,True
sega_asset_property_inferred_asset_fkey,plm,sega_asset_property_inferred,plm,sega_asset,a,r,"FOREIGN KEY (capture_id, asset_source_id) REFERENCES plm.sega_asset(capture_id, asset_source_id) ON DELETE RESTRICT",10584064,0,0,0,0,0,True
sega_asset_property_inferred_property_fkey,plm,sega_asset_property_inferred,plm,sega_property,a,r,"FOREIGN KEY (capture_id, property_source_id) REFERENCES plm.sega_property(capture_id, property_source_id) ON DELETE RESTRICT",10584064,0,0,0,0,0,True
pmt_asset_character_character_fkey,plm,pmt_asset_character,plm,pmt_character,a,r,"FOREIGN KEY (capture_id, character_source_id) REFERENCES plm.pmt_character(capture_id, character_source_id) ON DELETE RESTRICT",10502144,0,0,0,0,0,True
pmt_asset_character_asset_fkey,plm,pmt_asset_character,plm,pmt_asset,a,r,"FOREIGN KEY (capture_id, asset_id) REFERENCES plm.pmt_asset(capture_id, asset_id) ON DELETE RESTRICT",10502144,0,0,0,0,0,True
pmt_asset_character_capture_id_fkey,plm,pmt_asset_character,plm,pmt_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.pmt_capture(capture_id) ON DELETE RESTRICT,10502144,0,0,0,0,0,True
production_order_line_source_ref_production_order_line_id_fkey,plm,production_order_line_source_ref,plm,production_order_line,a,c,FOREIGN KEY (production_order_line_id) REFERENCES plm.production_order_line(id) ON DELETE CASCADE,9895936,0,0,0,0,0,True
sega_catalog_parent_fkey,plm,sega_catalog,plm,sega_catalog,a,r,"FOREIGN KEY (capture_id, parent_catalog_source_id) REFERENCES plm.sega_catalog(capture_id, catalog_source_id) ON DELETE RESTRICT DEFERRABLE INITIALLY DEFERRED",9863168,0,0,0,0,0,True
sega_catalog_capture_fkey,plm,sega_catalog,plm,sega_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.sega_capture(id) ON DELETE RESTRICT,9863168,0,0,0,0,0,True
peanuts_asset_character_value_fkey,plm,peanuts_asset_character,plm,peanuts_character,a,r,"FOREIGN KEY (capture_id, character_key) REFERENCES plm.peanuts_character(capture_id, value_key) ON DELETE RESTRICT",9363456,0,0,0,0,0,True
peanuts_asset_character_asset_fkey,plm,peanuts_asset_character,plm,peanuts_asset,a,r,"FOREIGN KEY (capture_id, source_object_id) REFERENCES plm.peanuts_asset(capture_id, source_object_id) ON DELETE RESTRICT",9363456,0,0,0,0,0,True
lucasfilm_dcp_asset_character_o_lucasfilm_dcp_character_id_fkey,plm,lucasfilm_dcp_asset_character_observation,plm,lucasfilm_dcp_character,a,r,FOREIGN KEY (lucasfilm_dcp_character_id) REFERENCES plm.lucasfilm_dcp_character(id) ON DELETE RESTRICT,9306112,0,0,0,0,0,True
lucasfilm_dcp_asset_character_obs_asset_fk,plm,lucasfilm_dcp_asset_character_observation,plm,lucasfilm_dcp_metadata_asset,a,c,"FOREIGN KEY (metadata_run_id, lucasfilm_dcp_asset_id, fetch_status) REFERENCES plm.lucasfilm_dcp_metadata_asset(metadata_run_id, lucasfilm_dcp_asset_id, fetch_status) ON DELETE CASCADE",9306112,0,0,0,0,0,False
fk_rfqItem_copied_from,plm,RFQItem,plm,RFQItem,a,n,"FOREIGN KEY (""rfqItem_copied_from_id"") REFERENCES plm.""RFQItem""(""rfqItem_id"") ON DELETE SET NULL",8847360,0,0,0,0,0,True
pdf_text_samples_asset_id_fkey,public,pdf_text_samples,public,assets,a,c,FOREIGN KEY (asset_id) REFERENCES assets(id) ON DELETE CASCADE,8421376,0,0,0,1478880,0,True
dcp_style_guide_last_seen_crawl_id_fkey,plm,dcp_style_guide,plm,dcp_crawl,a,n,FOREIGN KEY (last_seen_crawl_id) REFERENCES plm.dcp_crawl(crawl_id) ON DELETE SET NULL,8028160,0,0,0,0,0,False
dcp_style_guide_first_seen_crawl_id_fkey,plm,dcp_style_guide,plm,dcp_crawl,a,n,FOREIGN KEY (first_seen_crawl_id) REFERENCES plm.dcp_crawl(crawl_id) ON DELETE SET NULL,8028160,0,0,0,0,0,False
dcp_style_guide_core_style_guide_id_fkey,plm,dcp_style_guide,core,style_guide,a,r,FOREIGN KEY (core_style_guide_id) REFERENCES core.style_guide(id) ON DELETE RESTRICT,8028160,0,0,0,0,0,False
item_import_unresolved_company_code_division_code_item_no_fkey,plm,item_import_unresolved,plm,item_import,a,c,"FOREIGN KEY (company_code, division_code, item_no) REFERENCES plm.item_import(company_code, division_code, item_no) ON DELETE CASCADE",7725056,0,0,0,0,0,True
item_import_unresolved_sync_run_id_fkey,plm,item_import_unresolved,ingest,sync_run,a,n,FOREIGN KEY (sync_run_id) REFERENCES ingest.sync_run(id) ON DELETE SET NULL,7725056,0,0,0,0,0,False
